case_id,person_id,role,name_as_recorded,father_name_as_recorded,age_as_recorded,gender,district,year
SYN-C-00648,SYN-V-00849,victim,LAJITA TIWARI,ONKAR GOKHALE,45,F,Belagavi,2021
SYN-C-00649,SYN-V-00850,victim,MATTHEW KALE,,46,M,Tumakuru,2021
SYN-C-00650,SYN-V-00851,victim,WAHAB SANKAR,CHARAN VORA,71,M,Bengaluru Urban,2023
SYN-C-00651,SYN-V-00852,victim,WARJAS SAMRA,JACKSON SARNA,42,M,Bengaluru Urban,2019
SYN-C-00652,SYN-V-00853,victim,JAGVI BASSI,AARNAV APTE,50,F,Bengaluru Urban,2023
SYN-C-00653,SYN-V-00854,victim,YASHODHARA LAD,AAYUSH VOHRA,21,F,Bengaluru Urban,2020
SYN-C-00654,SYN-V-00855,victim,W. GREWAL,VIHAAN SRIVASTAVA,49,F,Bengaluru Urban,2022
SYN-C-00654,SYN-V-00856,victim,EIRAVATI MUKHOPADHYAY,,41,F,Bengaluru Urban,2022
SYN-C-00655,SYN-V-00857,victim,NIHAL PADMANABHAN,AMOL SIBAL,51,M,Mysuru,2019
SYN-C-00656,SYN-V-00858,victim,FALGUNI BALA,,17,F,Bengaluru Urban,2021
SYN-C-00657,SYN-V-00859,victim,M. SRIDHAR,DAKSHESH KANDA,45,F,Bengaluru Urban,2020
SYN-C-00658,SYN-V-00860,victim,Y. VARUGHESE,,51,M,Bengaluru Urban,2020
SYN-C-00659,SYN-V-00861,victim,BRIJESH SHANKAR,QUINCY SETTY,43,M,Bengaluru Urban,2019
SYN-C-00659,SYN-V-00862,victim,BIMALA TAK,MICHAEL SUBRAMANIAM,70,F,Bengaluru Urban,2019
SYN-C-00660,SYN-V-00863,victim,LAKSHIT KASHYAP,,58,M,Bengaluru Urban,2019
SYN-C-00661,SYN-V-00864,victim,DAKSHESH MISTRY,MANTHAN WASON,52,M,Bengaluru Urban,2020
SYN-C-00662,SYN-V-00865,victim,WAHAB PAREKH,,73,M,Bengaluru Urban,2019
SYN-C-00663,SYN-V-00866,victim,LOKE TRIPTI,MAANAS NATT,25,F,Belagavi,2023
SYN-C-00663,SYN-V-00867,victim,BHAVYA DEVI,SHAURYA BHATTI,46,F,Belagavi,2023
SYN-C-00664,SYN-V-00868,victim,PRANEEL NAGARAJAN,,28,M,Bengaluru Urban,2022
SYN-C-00665,SYN-V-00869,victim,ZINAL LAD,NAVEEN GODA,43,F,Bengaluru Urban,2019
SYN-C-00666,SYN-V-00870,victim,LAKSHIT PALLA,,43,M,Bengaluru Urban,2023
SYN-C-00667,SYN-V-00871,victim,NILIMA NARAIN,,75,F,Mysuru,2023
SYN-C-00667,SYN-V-00872,victim,RANGANATHAN SIYA,,71,F,Mysuru,2023
SYN-C-00668,SYN-V-00873,victim,ORINDER KURUVILLA,,33,M,Bengaluru Urban,2020
SYN-C-00669,SYN-V-00874,victim,KALE URISHILLA,WAHAB LALA,66,F,Bengaluru Urban,2022
SYN-C-00670,SYN-V-00875,victim,G. BALA,,62,M,Bengaluru Urban,2022
SYN-C-00671,SYN-V-00876,victim,M. SOM,CALEB WARRIOR,25,F,Bengaluru Urban,2019
SYN-C-00671,SYN-V-00877,victim,GOPAL RAJU,,29,M,Bengaluru Urban,2019
SYN-C-00672,SYN-V-00878,victim,YASHICA SARKAR,FAQID BORA,64,F,Bengaluru Urban,2019
SYN-C-00672,SYN-V-00879,victim,ISHAAN MISRA,SIDDHARTH DHAR,62,M,Bengaluru Urban,2019
SYN-C-00673,SYN-V-00880,victim,VEDANT LANKA,LUCKY IYER,33,M,Mysuru,2021
SYN-C-00673,SYN-V-00881,victim,AZAD NAGY,OM VASA,53,M,Mysuru,2021
SYN-C-00674,SYN-V-00882,victim,JATIN SESHADRI,RISHI KAUR,64,M,Bengaluru Urban,2022
SYN-C-00674,SYN-V-00883,victim,C. BATH,MAX LALLA,72,F,Bengaluru Urban,2022
SYN-C-00674,SYN-V-00884,victim,RAI RAGHAV,OWEN WALIA,27,M,Bengaluru Urban,2022
SYN-C-00675,SYN-V-00885,victim,DARIKA MUNI,,49,F,Kalaburagi,2020
SYN-C-00676,SYN-V-00886,victim,SAI WALLA,OWEN CHAUDHURI,47,F,Belagavi,2023
SYN-C-00677,SYN-V-00887,victim,P. DUGAR,BACHITTAR VARUGHESE,69,M,Bengaluru Urban,2022
SYN-C-00678,SYN-V-00888,victim,ELIJAH WALI,JACK MASTER,42,M,Mysuru,2020
SYN-C-00678,SYN-V-00889,victim,RAMAKRISHNAN ANAY,,46,M,Mysuru,2020
SYN-C-00679,SYN-V-00890,victim,LIAM PANDIT,,62,M,Mysuru,2020
SYN-C-00679,SYN-V-00891,victim,AYUSHMAN PATIL,RYAN SANKARAN,41,M,Mysuru,2020
SYN-C-00679,SYN-V-00892,victim,I. DUBEY,RUSHIL GOSWAMI,20,M,Mysuru,2020
SYN-C-00680,SYN-V-00893,victim,C. NATT,,74,F,Belagavi,2019
SYN-C-00680,SYN-V-00894,victim,RATTA ETA,ANDREW CHAKRABARTI,56,F,Belagavi,2019
SYN-C-00680,SYN-V-00895,victim,TOOR NAKUL,OM BHAKTA,55,M,Belagavi,2019
SYN-C-00681,SYN-V-00896,victim,H. SIBAL,DALBIR BHATTACHARYYA,61,M,Bengaluru Urban,2022
SYN-C-00682,SYN-V-00897,victim,YACHANA DANI,KAI NAYAK,38,F,Bengaluru Urban,2021
SYN-C-00683,SYN-V-00898,victim,VANYA MUNSHI,JAGAT LOKE,65,F,Bengaluru Urban,2023
SYN-C-00684,SYN-V-00899,victim,ZAYAN WERMA,,36,M,Belagavi,2023
SYN-C-00685,SYN-V-00900,victim,AZAD NAYAK,SAMARTH LALLA,43,M,Bengaluru Urban,2020
SYN-C-00685,SYN-V-00901,victim,TRIYA MUKHOPADHYAY,TIMOTHY MANDA,32,F,Bengaluru Urban,2020
SYN-C-00686,SYN-V-00902,victim,GULATI AZAD,YUVRAJ NAGY,25,M,Kalaburagi,2021
SYN-C-00687,SYN-V-00903,victim,CHASMUM DE,NEEL VARUGHESE,31,F,Bengaluru Urban,2022
SYN-C-00687,SYN-V-00904,victim,KRISHNA KEER,,40,M,Bengaluru Urban,2022
SYN-C-00688,SYN-V-00905,victim,LAJITA SURI,TANISH VOHRA,69,F,Bengaluru Urban,2022
SYN-C-00688,SYN-V-00906,victim,F. BASAK,,15,M,Bengaluru Urban,2022
SYN-C-00689,SYN-V-00907,victim,KIBE VICTOR,DAVID MITTER,47,M,Tumakuru,2022
SYN-C-00690,SYN-V-00908,victim,O. RAVI,LOHIT KAR,19,M,Bengaluru Urban,2020
SYN-C-00691,SYN-V-00909,victim,DEV MORE,,32,M,Belagavi,2022
SYN-C-00692,SYN-V-00910,victim,VICTOR SHANKER,ANTHONY SURESH,67,M,Bengaluru Urban,2021
SYN-C-00693,SYN-V-00911,victim,QARIN DUTT,HARDIK VARMA,26,M,Bengaluru Urban,2019
SYN-C-00694,SYN-V-00912,victim,F. RAMA,,22,M,Bengaluru Urban,2019
SYN-C-00694,SYN-V-00913,victim,SAI KOSHY,ANTHONY MODI,58,M,Bengaluru Urban,2019
SYN-C-00695,SYN-V-00914,victim,IRA ROUT,,16,F,Bengaluru Urban,2022
SYN-C-00696,SYN-V-00915,victim,SUNDER GAURANG,FIYAZ TANK,41,M,Tumakuru,2020
SYN-C-00697,SYN-V-00916,victim,B. VORA,MAANAS GOSWAMI,26,F,Bengaluru Urban,2022
SYN-C-00698,SYN-V-00917,victim,VICTOR GADE,BALVEER CHANDRAN,62,M,Bengaluru Urban,2023
SYN-C-00699,SYN-V-00918,victim,LUKE TANEJA,PRANIT MUNI,70,M,Bengaluru Urban,2020
SYN-C-00700,SYN-V-00919,victim,KAI GODA,,24,M,Bengaluru Urban,2022
SYN-C-00701,SYN-V-00920,victim,BALVAN PURI,OSCAR SANI,51,M,Bengaluru Urban,2023
SYN-C-00702,SYN-V-00921,victim,ZILMIL BHAGAT,SAI RATTA,35,F,Bengaluru Urban,2022
SYN-C-00703,SYN-V-00922,victim,BRINDA TANEJA,SATHVIK BARMAN,67,F,Kalaburagi,2020
SYN-C-00704,SYN-V-00923,victim,ODIKA LALLA,RAGHAV KARNIK,15,F,Bengaluru Urban,2022
SYN-C-00705,SYN-V-00924,victim,M. TRIPATHI,,53,F,Bengaluru Urban,2019
SYN-C-00706,SYN-V-00925,victim,HAMSINI BIR,TRISTAN BABU,56,F,Bengaluru Urban,2022
SYN-C-00707,SYN-V-00926,victim,AARAV OOMMEN,,55,M,Bengaluru Urban,2022
SYN-C-00708,SYN-V-00927,victim,C. KURUVILLA,ISHAAN GHOSH,27,M,Bengaluru Urban,2019
SYN-C-00709,SYN-V-00928,victim,S. SESHADRI,,44,M,Bengaluru Urban,2023
SYN-C-00709,SYN-V-00929,victim,M. CHAKRABARTI,NACHIKET RAJAGOPALAN,59,M,Bengaluru Urban,2023
SYN-C-00709,SYN-V-00930,victim,LEKHA HALDER,WILLIAM BIR,37,F,Bengaluru Urban,2023
SYN-C-00710,SYN-V-00931,victim,N. BAKSHI,JAI BARAD,52,M,Kalaburagi,2022
SYN-C-00710,SYN-V-00932,victim,SHETTY ABDUL,,18,M,Kalaburagi,2022
SYN-C-00711,SYN-V-00933,victim,QUSHI BAHRI,KARAN CHANDER,41,F,Bengaluru Urban,2019
SYN-C-00712,SYN-V-00934,victim,GAVIN DAVE,CHANDRAN JOSHI,20,M,Bengaluru Urban,2022
SYN-C-00713,SYN-V-00935,victim,PARTH BALA,BALVEER VARTY,74,M,Bengaluru Urban,2023
SYN-C-00714,SYN-V-00936,victim,C. NORI,,44,F,Bengaluru Urban,2021
SYN-C-00715,SYN-V-00937,victim,TRIVENI NARASIMHAN,,39,F,Bengaluru Urban,2020
SYN-C-00716,SYN-V-00938,victim,CHERIAN AARINI,TIMOTHY BAJWA,45,F,Bengaluru Urban,2021
SYN-C-00717,SYN-V-00939,victim,D. SHAH,GAVIN CHANDRA,51,M,Bengaluru Urban,2022
SYN-C-00718,SYN-V-00940,victim,HARISH DEVI,HARSHIL SANT,53,M,Bengaluru Urban,2023
SYN-C-00719,SYN-V-00941,victim,YATAN DARA,MANBIR BEDI,68,M,Bengaluru Urban,2022
SYN-C-00720,SYN-V-00942,victim,DOMINIC BHASIN,ISAAC GARDE,50,M,Bengaluru Urban,2019
SYN-C-00720,SYN-V-00943,victim,I. KAMDAR,JAIRAJ NADIG,74,F,Bengaluru Urban,2019
SYN-C-00720,SYN-V-00944,victim,Z. RAJA,,61,M,Bengaluru Urban,2019
SYN-C-00721,SYN-V-00945,victim,SIYA GARDE,DEVANSH MAGAR,70,F,Kalaburagi,2022
SYN-C-00722,SYN-V-00946,victim,C. DUGAR,ZAYYAN PERI,68,M,Mysuru,2023
SYN-C-00723,SYN-V-00947,victim,N. RAM,HARDIK KANNAN,39,M,Bengaluru Urban,2019
SYN-C-00723,SYN-V-00948,victim,BANDI HARRISON,,48,M,Bengaluru Urban,2019
SYN-C-00723,SYN-V-00949,victim,I. KHATRI,,61,M,Bengaluru Urban,2019
SYN-C-00724,SYN-V-00950,victim,APTE JAGRATI,,21,F,Bengaluru Urban,2020
SYN-C-00724,SYN-V-00951,victim,MITTAL UDARSH,,18,M,Bengaluru Urban,2020
SYN-C-00725,SYN-V-00952,victim,RAAGINI PRASAD,BRIJESH LANKA,53,F,Bengaluru Urban,2019
SYN-C-00726,SYN-V-00953,victim,J. CHAHAL,JAGAT PAI,51,M,Mysuru,2019
SYN-C-00726,SYN-V-00954,victim,NEELIMA KALLA,IMARAN DEY,66,F,Mysuru,2019
SYN-C-00727,SYN-V-00955,victim,NILIMA KHATRI,DARPAN CONTRACTOR,68,F,Mysuru,2022
SYN-C-00728,SYN-V-00956,victim,CHAAYA BORRA,FRADO SAHOTA,28,F,Belagavi,2022
SYN-C-00729,SYN-V-00957,victim,BATH TURVI,ATHARV NATARAJAN,25,F,Bengaluru Urban,2021
SYN-C-00730,SYN-V-00958,victim,Y. PANDIT,SAI SHARAF,64,F,Bengaluru Urban,2019
SYN-C-00731,SYN-V-00959,victim,EKAPAD MAMMEN,LOGAN SHARAF,30,M,Bengaluru Urban,2022
SYN-C-00732,SYN-V-00960,victim,MASON KAKAR,ARJUN KAMDAR,54,M,Mysuru,2023
SYN-C-00732,SYN-V-00961,victim,AARNAV RAMASWAMY,DAVID MANNE,28,M,Mysuru,2023
SYN-C-00733,SYN-V-00962,victim,WARDA BADAL,SAMARTH BALA,54,F,Belagavi,2023
SYN-C-00734,SYN-V-00963,victim,L. KHOSLA,,69,M,Bengaluru Urban,2019
SYN-C-00735,SYN-V-00964,victim,KAPADIA EKAJA,OWEN DHAR,29,F,Bengaluru Urban,2022
SYN-C-00735,SYN-V-00965,victim,HEMA BAHRI,,27,F,Bengaluru Urban,2022
SYN-C-00736,SYN-V-00966,victim,SAMAKSH RAJAGOPALAN,,43,M,Bengaluru Urban,2022
SYN-C-00737,SYN-V-00967,victim,L. DASGUPTA,,27,F,Bengaluru Urban,2023
SYN-C-00738,SYN-V-00968,victim,FITAN RAMA,XAVIER COMAR,28,M,Bengaluru Urban,2021
SYN-C-00739,SYN-V-00969,victim,DAMYANTI SANDHU,FRADO PALAN,73,F,Bengaluru Urban,2019
SYN-C-00740,SYN-V-00970,victim,HARINI DUBE,QARIN WALI,64,F,Bengaluru Urban,2021
SYN-C-00740,SYN-V-00971,victim,ANAMIKA KAUL,,45,F,Bengaluru Urban,2021
SYN-C-00741,SYN-V-00972,victim,LEKHA GABA,,33,F,Tumakuru,2022
SYN-C-00742,SYN-V-00973,victim,VOHRA INAYA,,31,F,Bengaluru Urban,2023
SYN-C-00743,SYN-V-00974,victim,VEDIKA MURTHY,TANISH CHOKSHI,63,F,Bengaluru Urban,2019
SYN-C-00743,SYN-V-00975,victim,HAMSINI DHINGRA,KIAAN GANESAN,74,F,Bengaluru Urban,2019
SYN-C-00743,SYN-V-00976,victim,MEERA ARYA,,19,F,Bengaluru Urban,2019
SYN-C-00743,SYN-V-00977,victim,JALSA SWAMY,LUKE ANNE,21,F,Bengaluru Urban,2019
SYN-C-00744,SYN-V-00978,victim,G. SATHE,LIAM SETTY,33,M,Kalaburagi,2021
SYN-C-00744,SYN-V-00979,victim,PATRICK DESHMUKH,JAIRAJ SHROFF,32,M,Kalaburagi,2021
SYN-C-00745,SYN-V-00980,victim,C. PAL,BAKHSHI RAMA,45,F,Bengaluru Urban,2020
SYN-C-00746,SYN-V-00981,victim,SHIWANSH BATRA,MAANAS UPADHYAY,24,M,Bengaluru Urban,2023
SYN-C-00747,SYN-V-00982,victim,JALSA SAMRA,AZAD LUTHRA,28,F,Belagavi,2019
SYN-C-00748,SYN-V-00983,victim,B. KALITA,MATTHEW ANDRA,70,M,Mysuru,2020
SYN-C-00749,SYN-V-00984,victim,EESHA BANERJI,NAKUL RATTI,27,F,Bengaluru Urban,2019
SYN-C-00750,SYN-V-00985,victim,LALLA VIHAAN,,45,M,Bengaluru Urban,2022
SYN-C-00750,SYN-V-00986,victim,SHANKER YASHASVI,OSCAR RASTOGI,31,F,Bengaluru Urban,2022
SYN-C-00751,SYN-V-00987,victim,G. PALLA,VIVAAN DESHMUKH,75,M,Bengaluru Urban,2023
SYN-C-00752,SYN-V-00988,victim,J. SACHDEV,KEVIN SANDHU,40,M,Bengaluru Urban,2022
SYN-C-00753,SYN-V-00989,victim,G. KALA,KIAAN SANGHVI,65,F,Bengaluru Urban,2019
SYN-C-00754,SYN-V-00990,victim,CHANDRESH PATLA,QASIM SURA,48,M,Bengaluru Urban,2019
SYN-C-00755,SYN-V-00991,victim,ZAID SENGUPTA,,29,M,Bengaluru Urban,2020
SYN-C-00756,SYN-V-00992,victim,K. SHARAF,NATHANIEL GANESAN,67,M,Belagavi,2022
SYN-C-00757,SYN-V-00993,victim,FALAN BARIA,,50,M,Bengaluru Urban,2019
SYN-C-00758,SYN-V-00994,victim,P. KALE,GUNBIR PERI,41,M,Bengaluru Urban,2019
SYN-C-00758,SYN-V-00995,victim,CHATRESH KAUR,QARIN BRAHMBHATT,61,M,Bengaluru Urban,2019
SYN-C-00759,SYN-V-00996,victim,NATHANIEL RASTOGI,ZAYAN MANDER,25,M,Bengaluru Urban,2022
SYN-C-00759,SYN-V-00997,victim,RAGHAW KARAN,GIRIK KAUL,52,M,Bengaluru Urban,2022
SYN-C-00760,SYN-V-00998,victim,BALVAN NORI,LUCKY BADAL,70,M,Bengaluru Urban,2021
SYN-C-00760,SYN-V-00999,victim,P. VISWANATHAN,JONATHAN SOOD,19,M,Bengaluru Urban,2021
SYN-C-00760,SYN-V-01000,victim,DAKSH VARUGHESE,,15,M,Bengaluru Urban,2021
SYN-C-00761,SYN-V-01001,victim,ORINDER MAHAL,GAUTAM VERMA,52,M,Bengaluru Urban,2022
SYN-C-00762,SYN-V-01002,victim,J. NARANG,PRANIT DATTA,36,F,Bengaluru Urban,2020
SYN-C-00763,SYN-V-01003,victim,HIRAL KAPUR,NAVEEN KANNAN,66,F,Belagavi,2021
SYN-C-00764,SYN-V-01004,victim,ROBERT MANDA,NATHANIEL KANT,20,M,Bengaluru Urban,2021
SYN-C-00765,SYN-V-01005,victim,UNNATI CHAD,TIMOTHY PATIL,61,F,Bengaluru Urban,2023
SYN-C-00766,SYN-V-01006,victim,MITTER DEVANSH,GAVIN PALAN,18,M,Bengaluru Urban,2020
SYN-C-00767,SYN-V-01007,victim,BAVA SAI,KALPIT DAVE,34,F,Bengaluru Urban,2021
SYN-C-00768,SYN-V-01008,victim,ETA HORA,FARAS BHATNAGAR,25,F,Bengaluru Urban,2023
SYN-C-00769,SYN-V-01009,victim,D. EDWIN,,53,M,Bengaluru Urban,2021
SYN-C-00770,SYN-V-01010,victim,I. MAGAR,ZASHIL MURTHY,36,F,Mysuru,2021
SYN-C-00771,SYN-V-01011,victim,KALPIT HANS,,54,M,Mysuru,2022
SYN-C-00772,SYN-V-01012,victim,H. SUBRAMANIAM,VICTOR SAVANT,70,M,Bengaluru Urban,2020
SYN-C-00773,SYN-V-01013,victim,LIBNI MISRA,SAMUEL NATH,34,F,Bengaluru Urban,2023
SYN-C-00774,SYN-V-01014,victim,NIHARIKA D’ALIA,,16,F,Bengaluru Urban,2020
SYN-C-00775,SYN-V-01015,victim,GAUTAM NATARAJAN,FIYAZ BOBAL,33,M,Bengaluru Urban,2019
SYN-C-00776,SYN-V-01016,victim,ANYA GUHA,,75,F,Bengaluru Urban,2021
SYN-C-00777,SYN-V-01017,victim,PURI ZAID,EKALINGA BORAH,38,M,Bengaluru Urban,2023
SYN-C-00777,SYN-V-01018,victim,HAYRE SIDDHARTH,FREDERICK KRISHNAMURTHY,49,M,Bengaluru Urban,2023
SYN-C-00778,SYN-V-01019,victim,V. PALL,,26,M,Mysuru,2023
SYN-C-00779,SYN-V-01020,victim,M. VERMA,ROHAN APTE,37,M,Bengaluru Urban,2019
SYN-C-00780,SYN-V-01021,victim,WARDA YADAV,,29,F,Bengaluru Urban,2023
SYN-C-00781,SYN-V-01022,victim,HENRY MANDA,FIYAZ BUTALA,19,M,Bengaluru Urban,2022
SYN-C-00781,SYN-V-01023,victim,LUKE KOSHY,NACHIKET KUMER,56,M,Bengaluru Urban,2022
SYN-C-00781,SYN-V-01024,victim,WARSHA RAMASWAMY,MITESH PATLA,32,F,Bengaluru Urban,2022
SYN-C-00782,SYN-V-01025,victim,ANAY MALLICK,RYAN BHALLA,23,M,Bengaluru Urban,2019
SYN-C-00783,SYN-V-01026,victim,PUSHTI SINGHAL,KAI CHANDA,61,F,Tumakuru,2022
SYN-C-00784,SYN-V-01027,victim,RYAN SABHARWAL,,49,M,Bengaluru Urban,2023
SYN-C-00785,SYN-V-01028,victim,JANUJA KUMER,SIMON MALLICK,45,F,Bengaluru Urban,2019
SYN-C-00785,SYN-V-01029,victim,I. HARI,TEJAS MANDA,30,F,Bengaluru Urban,2019
SYN-C-00786,SYN-V-01030,victim,CHATURA DAWE,,36,M,Mysuru,2022
SYN-C-00787,SYN-V-01031,victim,KARAN BARAD,PRANIT KUMAR,54,M,Bengaluru Urban,2019
SYN-C-00788,SYN-V-01032,victim,UPKAAR KRISHNAMURTHY,,27,M,Bengaluru Urban,2019
SYN-C-00789,SYN-V-01033,victim,ANTHONY KONDA,,67,M,Bengaluru Urban,2021
SYN-C-00790,SYN-V-01034,victim,MEGHA KHARE,REHAAN KOSHY,75,F,Tumakuru,2019
SYN-C-00790,SYN-V-01035,victim,BALENDRA VOHRA,JEREMIAH HORA,67,M,Tumakuru,2019
SYN-C-00790,SYN-V-01036,victim,P. MANDER,,34,M,Tumakuru,2019
SYN-C-00791,SYN-V-01037,victim,BHATNAGAR MITESH,SAI MAMMEN,43,M,Belagavi,2021
SYN-C-00792,SYN-V-01038,victim,APTE WILLIAM,,39,M,Mysuru,2022
SYN-C-00793,SYN-V-01039,victim,GAURAV PRASAD,GUNEET CHEEMA,39,M,Bengaluru Urban,2023
SYN-C-00793,SYN-V-01040,victim,NIDRA SWAMY,FAQID DUBE,37,F,Bengaluru Urban,2023
SYN-C-00794,SYN-V-01041,victim,OMISHA SARAN,ANIRUDH WABLE,54,F,Belagavi,2023
SYN-C-00795,SYN-V-01042,victim,A. WAGLE,PRANAV MAJUMDAR,51,M,Bengaluru Urban,2022
SYN-C-00796,SYN-V-01043,victim,GIRINDRA KAUR,LAKSH BATRA,71,M,Bengaluru Urban,2022
SYN-C-00796,SYN-V-01044,victim,LAKSHMI BAJAJ,,52,F,Bengaluru Urban,2022
SYN-C-00797,SYN-V-01045,victim,SHAURYA LALLA,MAX YOGI,30,M,Bengaluru Urban,2022
SYN-C-00798,SYN-V-01046,victim,M. MORAR,,17,F,Bengaluru Urban,2023
SYN-C-00799,SYN-V-01047,victim,ADVAY SHAN,ISAIAH RAMAKRISHNAN,45,M,Bengaluru Urban,2023
SYN-C-00800,SYN-V-01048,victim,SHIVANI SETH,IKBAL CHAUDHARI,70,F,Tumakuru,2023
SYN-C-00801,SYN-V-01049,victim,ARJUN NAYAR,ZAID MORAR,31,M,Bengaluru Urban,2019
SYN-C-00802,SYN-V-01050,victim,L. KAUR,,26,M,Kalaburagi,2021
SYN-C-00803,SYN-V-01051,victim,H. KARAN,,28,F,Bengaluru Urban,2021
SYN-C-00804,SYN-V-01052,victim,CHAKRIKA SABHARWAL,PRANIT CHANDA,19,F,Bengaluru Urban,2023
SYN-C-00805,SYN-V-01053,victim,S. SURA,ROBERT KURUVILLA,47,M,Mysuru,2021
SYN-C-00806,SYN-V-01054,victim,Z. NAIK,AYAAN GHOSE,67,M,Tumakuru,2023
SYN-C-00807,SYN-V-01055,victim,ALKA BATTA,ADVAY KHURANA,74,F,Bengaluru Urban,2020
SYN-C-00808,SYN-V-01056,victim,WISHI DEWAN,,24,F,Bengaluru Urban,2022
SYN-C-00809,SYN-V-01057,victim,N. GARG,BAKHSHI TATA,50,F,Tumakuru,2019
SYN-C-00810,SYN-V-01058,victim,R. DHINGRA,SIDDHARTH MERCHANT,39,M,Tumakuru,2019
SYN-C-00811,SYN-V-01059,victim,J. VISWANATHAN,NITESH SUR,73,F,Bengaluru Urban,2021
SYN-C-00811,SYN-V-01060,victim,SUBRAMANIAN QUSHI,,58,F,Bengaluru Urban,2021
SYN-C-00812,SYN-V-01061,victim,EKIYA SESHADRI,,41,F,Tumakuru,2019
SYN-C-00813,SYN-V-01062,victim,H. VARMA,PATRICK PILLAI,46,F,Bengaluru Urban,2021
SYN-C-00814,SYN-V-01063,victim,SACHI PADMANABHAN,,57,F,Bengaluru Urban,2021
SYN-C-00815,SYN-V-01064,victim,V. CHOPRA,,27,F,Bengaluru Urban,2023
SYN-C-00816,SYN-V-01065,victim,LIBNI BALAN,,15,F,Bengaluru Urban,2022
SYN-C-00817,SYN-V-01066,victim,C. AHLUWALIA,YATIN GOLA,37,M,Bengaluru Urban,2021
SYN-C-00818,SYN-V-01067,victim,VIHAAN SINGH,SAMUEL GROVER,21,M,Bengaluru Urban,2021
SYN-C-00819,SYN-V-01068,victim,VIRAJ DESAI,JASON KHOSLA,30,M,Bengaluru Urban,2021
SYN-C-00820,SYN-V-01069,victim,SAMARTH GOEL,,46,M,Bengaluru Urban,2019
SYN-C-00821,SYN-V-01070,victim,ANSH VARGHESE,FARHAN RASTOGI,62,M,Belagavi,2023
SYN-C-00822,SYN-V-01071,victim,Y. GHOSE,GIRIK BHAGAT,54,M,Bengaluru Urban,2023
SYN-C-00823,SYN-V-01072,victim,AACHAL REDDY,AKSHAY MAMMEN,53,F,Bengaluru Urban,2022
SYN-C-00824,SYN-V-01073,victim,PAHAL RAMACHANDRAN,,52,F,Bengaluru Urban,2023
SYN-C-00825,SYN-V-01074,victim,SAXENA DARSH,HARDIK KEER,49,M,Kalaburagi,2020
SYN-C-00826,SYN-V-01075,victim,O. BAWA,MANTHAN DANI,18,F,Bengaluru Urban,2020
SYN-C-00826,SYN-V-01076,victim,M. RATTAN,JONATHAN GADE,70,F,Bengaluru Urban,2020
SYN-C-00827,SYN-V-01077,victim,BARAL OMISHA,,24,F,Bengaluru Urban,2020
SYN-C-00827,SYN-V-01078,victim,BALVAN WASON,ANTHONY BUCH,30,M,Bengaluru Urban,2020
SYN-C-00828,SYN-V-01079,victim,DHRITI GOKHALE,RANBIR MANNE,64,F,Bengaluru Urban,2020
SYN-C-00829,SYN-V-01080,victim,LADLI CHOUDHRY,AARAV YOGI,56,F,Bengaluru Urban,2020
SYN-C-00830,SYN-V-01081,victim,HIRAL KAPADIA,,58,F,Bengaluru Urban,2023
SYN-C-00831,SYN-V-01082,victim,SUHANI GANGULY,JOSHUA BASU,38,F,Bengaluru Urban,2021
SYN-C-00831,SYN-V-01083,victim,A. VARTY,,70,M,Bengaluru Urban,2021
SYN-C-00832,SYN-V-01084,victim,J. DAR,WAHAB SHAH,71,F,Bengaluru Urban,2020
SYN-C-00833,SYN-V-01085,victim,DIWYA SAGAR,,19,F,Bengaluru Urban,2023
SYN-C-00833,SYN-V-01086,victim,DESAI CHATURA,BENJAMIN VAIDYA,72,M,Bengaluru Urban,2023
SYN-C-00834,SYN-V-01087,victim,K. DHAR,GIRIK SARRAF,53,F,Bengaluru Urban,2019
SYN-C-00835,SYN-V-01088,victim,MEKHALA SODHI,,62,F,Bengaluru Urban,2019
SYN-C-00836,SYN-V-01089,victim,CHRISTOPHER PATLA,PRANIT KUMER,48,M,Bengaluru Urban,2023
SYN-C-00837,SYN-V-01090,victim,M. JHAVERI,GAURAV SABHARWAL,46,F,Bengaluru Urban,2023
SYN-C-00838,SYN-V-01091,victim,FORUM SAINI,BALHAAR OOMMEN,67,F,Bengaluru Urban,2020
SYN-C-00839,SYN-V-01092,victim,RANBIR CHAND,KRISHNA RAJ,75,M,Bengaluru Urban,2023
SYN-C-00840,SYN-V-01093,victim,VASUDHA REGE,PETER NIGAM,27,F,Belagavi,2021
SYN-C-00841,SYN-V-01094,victim,E. RATTAN,AYAAN BALAY,70,M,Bengaluru Urban,2021
SYN-C-00842,SYN-V-01095,victim,BALENDRA NAGY,ZAYAN CHACKO,16,M,Bengaluru Urban,2022
SYN-C-00843,SYN-V-01096,victim,PRATYUSH BHATT,TEERTH DUTTA,62,M,Bengaluru Urban,2020
SYN-C-00844,SYN-V-01097,victim,LADLI TRIVEDI,AARUSH SATHE,74,F,Bengaluru Urban,2021
SYN-C-00845,SYN-V-01098,victim,YASHODA CHAUDHARY,,36,F,Bengaluru Urban,2023
SYN-C-00846,SYN-V-01099,victim,K. MURTY,TANVEER PANCHAL,64,F,Bengaluru Urban,2022
SYN-C-00847,SYN-V-01100,victim,DIVAN MICHAEL,,68,M,Bengaluru Urban,2019
SYN-C-00848,SYN-V-01101,victim,O. AGRAWAL,SIMON RAI,68,F,Bengaluru Urban,2023
